table_slot	layout_id	layout_name	version	width	height	logical_bytes	padded_grid_tiles	padded_grid_bytes	source	source_path	source_sha256	source_crc32	raw_file_bytes	trailing_bytes	lz_stream_bytes	lz_stream_sha256	lz_stream_crc32	lz_decode_consumed_bytes	lz_padding_bytes	storage	stored_bytes	aligned_storage_bytes	interrecord_alignment_bytes	compressed_stream_artifact	special_raw_exception_candidate
1216	LAYOUT_SOUTHERN_ISLAND_EXTERIOR_HNS	SouthernIsland_Exterior_hns_Layout	hns	33	30	1980	2112	4224	data/layouts/SouthernIsland_Exterior_hns/map.bin	data/layouts/SouthernIsland_Exterior_hns/map.bin	cbc829d4d152ad97f40e7d703b71e0d9c5ac7daf4629e821e1b79da7ff4a0d42	1bb435ea	1980	0	572	270d4c9007a34bfb564f3d45e6d2e7e30b9b69c0b8ca9df05ccb461f962cf06d	5951714f	571	1	gba_lz77	572	572	0	streams/1216-LAYOUT_SOUTHERN_ISLAND_EXTERIOR_HNS.lz	
1217	LAYOUT_SOUTHERN_ISLAND_INTERIOR_HNS	SouthernIsland_Interior_hns_Layout	hns	27	24	1296	1596	3192	data/layouts/SouthernIsland_Interior_hns/map.bin	data/layouts/SouthernIsland_Interior_hns/map.bin	be8285cee1976fa3850d23c805b9496d44c2fea0dc09f575a02069831b7a2851	151d2d5e	1296	0	336	62b96731d316294a4a6acdc8c6b672d71024110a6965f77565dadfe0c6d9956f	528dec87	336	0	gba_lz77	336	336	0	streams/1217-LAYOUT_SOUTHERN_ISLAND_INTERIOR_HNS.lz	
1218	LAYOUT_FARAWAY_ISLAND_ENTRANCE_HNS	FarawayIsland_Entrance_hns_Layout	hns	34	46	3128	2940	5880	data/layouts/FarawayIsland_Entrance_hns/map.bin	data/layouts/FarawayIsland_Entrance_hns/map.bin	c440bbbfe2cc09e7287cc476cf9b5045990ac5af20f0524332b239aa596be0e0	87e9c134	3128	0	992	7a59a8f1431a0fe0504288663658d1c8e98ec2fc7ad64c101c1a9ffdbd0571eb	d14ae89e	989	3	gba_lz77	992	992	0	streams/1218-LAYOUT_FARAWAY_ISLAND_ENTRANCE_HNS.lz	
1219	LAYOUT_FARAWAY_ISLAND_INTERIOR_HNS	FarawayIsland_Interior_hns_Layout	hns	29	26	1508	1760	3520	data/layouts/FarawayIsland_Interior_hns/map.bin	data/layouts/FarawayIsland_Interior_hns/map.bin	228d50c39d4c99edf6b060363672dfddae34ca51f67bd6cb6d0eeca59adb70e4	48906830	1508	0	548	f10e192e44d995ab8d9e96a99277d26923cbb030271df9560a6f6973ce0acb24	d7ec3774	545	3	gba_lz77	548	548	0	streams/1219-LAYOUT_FARAWAY_ISLAND_INTERIOR_HNS.lz	
1220	LAYOUT_BIRTH_ISLAND_EXTERIOR_HNS	BirthIsland_Exterior_hns_Layout	hns	30	30	1800	1980	3960	data/layouts/BirthIsland_Exterior_hns/map.bin	data/layouts/BirthIsland_Exterior_hns/map.bin	9ed4d9e1287bb033e52d5e51f41bf24e5b8b22146c32482752e0f07edc7fffb5	b825568a	1800	0	436	ebf4c81bc75745878c1ae692490c085a2c4fedb76ba5bdfae37940dd09a82514	c8ad4bef	435	1	gba_lz77	436	436	0	streams/1220-LAYOUT_BIRTH_ISLAND_EXTERIOR_HNS.lz	
1221	LAYOUT_ISLAND_HARBOR_HNS	IslandHarbor_hns_Layout	hns	17	13	442	864	1728	data/layouts/IslandHarbor_hns/map.bin	data/layouts/IslandHarbor_hns/map.bin	5a425906de1b1bef15f6d7d7b948f3816e26b10e6cecf3be0451d1eec530bfef	a15b51f8	442	0	156	aa70f95000da1906d59d7fbad51aba3d3784364531668ee9c01e058d6986688f	b1e6978f	156	0	gba_lz77	156	156	0	streams/1221-LAYOUT_ISLAND_HARBOR_HNS.lz	
1222	LAYOUT_BATTLE_FRONTIER_OUTSIDE_WEST_HNS	BattleFrontier_OutsideWest_hns_Layout	hns	56	72	8064	6106	12212	data/layouts/BattleFrontier_OutsideWest_hns/map.bin	data/layouts/BattleFrontier_OutsideWest_hns/map.bin	7615563d3370f68bc1c19d7f33487a4d7085a61b4ffaf06283034b84d682b8a5	67d260be	8064	0	3028	3cadeff7336f4e528403da4cedbf26257356c27c2210caf67756189b476e5a32	9e2c7aa1	3027	1	gba_lz77	3028	3028	0	streams/1222-LAYOUT_BATTLE_FRONTIER_OUTSIDE_WEST_HNS.lz	
1223	LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_LOBBY_HNS	BattleFrontier_BattleTowerLobby_hns_Layout	hns	25	10	500	960	1920	data/layouts/BattleFrontier_BattleTowerLobby_hns/map.bin	data/layouts/BattleFrontier_BattleTowerLobby_hns/map.bin	6fff6330ce17b9c61dc4a6afd9072b69fa7b57851494f423765687c185e9a616	96fdc3af	500	0	232	bf201ae8f216eefc9da6c9c359f0fe27acf847afe45e5b3545b07ff652b4c7df	788411f3	231	1	gba_lz77	232	232	0	streams/1223-LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_LOBBY_HNS.lz	
1224	LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_CORRIDOR_HNS	BattleFrontier_BattleTowerCorridor_hns_Layout	hns	17	5	170	608	1216	data/layouts/BattleFrontier_BattleTowerCorridor_hns/map.bin	data/layouts/BattleFrontier_BattleTowerCorridor_hns/map.bin	d1d2516c0c2f92c9c32a54f648b8c6d9b1d4b4084b5b6b92dfa07d88bf0285f1	a748e405	170	0	80	2063c518b48846a667b63113c6c219372274709389f7490f2ab6c15fc7385451	92554d8c	80	0	gba_lz77	80	80	0	streams/1224-LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_CORRIDOR_HNS.lz	
1225	LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_BATTLE_ROOM_HNS	BattleFrontier_BattleTowerBattleRoom_hns_Layout	hns	10	9	180	575	1150	data/layouts/BattleFrontier_BattleTowerBattleRoom_hns/map.bin	data/layouts/BattleFrontier_BattleTowerBattleRoom_hns/map.bin	31f606c9f6d611d96fae041d1e719c91e242eb7f4227e2bfe2f2dac6b2789dd2	113d81c4	180	0	140	3d6e2cc721f79abb4585fb2a0c5bddcf6f97d6cff956911ac0d25fb6d1db7cc9	d6a58290	138	2	gba_lz77	140	140	0	streams/1225-LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_BATTLE_ROOM_HNS.lz	
1226	LAYOUT_BATTLE_FRONTIER_OUTSIDE_EAST_HNS	BattleFrontier_OutsideEast_hns_Layout	hns	72	72	10368	7482	14964	data/layouts/BattleFrontier_OutsideEast_hns/map.bin	data/layouts/BattleFrontier_OutsideEast_hns/map.bin	5ad74bf0d9488247551ba2d0cfadc921f55f6d4d20df5812a27a94f5723e3362	b0056ae5	10368	0	3836	690a23fb69edda7af8f75ee96b999715deb8f4d5b5720abe07bccd2325effdf4	edf1dc15	3833	3	gba_lz77	3836	3836	0	streams/1226-LAYOUT_BATTLE_FRONTIER_OUTSIDE_EAST_HNS.lz	
1227	LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM_HNS	BattleFrontier_BattleTowerMultiPartnerRoom_hns_Layout	hns	21	15	630	1044	2088	data/layouts/BattleFrontier_BattleTowerMultiPartnerRoom_hns/map.bin	data/layouts/BattleFrontier_BattleTowerMultiPartnerRoom_hns/map.bin	740a8c140e03f21a9b8e57fd62bf288a18c2c81e169a2bbe495776bb06c6abf2	bd43d883	630	0	132	a4cf3c9dce0a53c373c10aa060ef17a23df32d800156471f177646512e697f08	9770b874	129	3	gba_lz77	132	132	0	streams/1227-LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM_HNS.lz	
1228	LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_CORRIDOR_HNS	BattleFrontier_BattleTowerMultiCorridor_hns_Layout	hns	17	5	170	608	1216	data/layouts/BattleFrontier_BattleTowerMultiCorridor_hns/map.bin	data/layouts/BattleFrontier_BattleTowerMultiCorridor_hns/map.bin	97609a3ea06a1557abe6af0f28fa9afa06ada297d6adc7da8076389002208a07	1f5c9523	170	0	76	9fabab3302ae5ada88924fde62fde33ad22c736084e262c64c6db334c8c288ec	417b9496	75	1	gba_lz77	76	76	0	streams/1228-LAYOUT_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_CORRIDOR_HNS.lz	
1229	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_LOBBY_HNS	BattleFrontier_BattleDomeLobby_hns_Layout	hns	23	17	782	1178	2356	data/layouts/BattleFrontier_BattleDomeLobby_hns/map.bin	data/layouts/BattleFrontier_BattleDomeLobby_hns/map.bin	50a8d3304745befcfdc6c3f7802708bdd7480710802b32853613d4f857769efc	64e68a07	782	0	332	c6cf2431f7ca76de7c55a0d4e27ae4080eb56e6f28c8f7846f42d323aab00023	6303909c	329	3	gba_lz77	332	332	0	streams/1229-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_LOBBY_HNS.lz	
1230	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_CORRIDOR_HNS	BattleFrontier_BattleDomeCorridor_hns_Layout	hns	48	7	672	1323	2646	data/layouts/BattleFrontier_BattleDomeCorridor_hns/map.bin	data/layouts/BattleFrontier_BattleDomeCorridor_hns/map.bin	c88b5cf9bc48aafcc709ae646b7b93bdca158d810d8901198620920f5c8b2541	67a5febc	672	0	188	8f0934d44d6d937c9a28f7b5226045c2339df6d85cb95df6fcfd40f70fa312f8	d9dbc718	185	3	gba_lz77	188	188	0	streams/1230-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_CORRIDOR_HNS.lz	
1231	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_PRE_BATTLE_ROOM_HNS	BattleFrontier_BattleDomePreBattleRoom_hns_Layout	hns	9	8	144	528	1056	data/layouts/BattleFrontier_BattleDomePreBattleRoom_hns/map.bin	data/layouts/BattleFrontier_BattleDomePreBattleRoom_hns/map.bin	38810dbcabb3387790443696a09d12af064215090494043045c823e5875f9ead	b903ced1	144	0	124	2a97f7f4c6a1d62650eeae3bc32b5526391f0df8ccc384d986e7a18274d4e508	f3a339d2	124	0	gba_lz77	124	124	0	streams/1231-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_PRE_BATTLE_ROOM_HNS.lz	
1232	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_BATTLE_ROOM_HNS	BattleFrontier_BattleDomeBattleRoom_hns_Layout	hns	20	10	400	840	1680	data/layouts/BattleFrontier_BattleDomeBattleRoom_hns/map.bin	data/layouts/BattleFrontier_BattleDomeBattleRoom_hns/map.bin	e722e38ed684b2bc39790850fded37589b80b365c660d50879bec1b98cc699dc	9a5e4d39	400	0	260	9e078d89cb4c3e0655feeaf4355c992f8ddff68fcd905581757376fc2803aaf0	c28b1232	258	2	gba_lz77	260	260	0	streams/1232-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_BATTLE_ROOM_HNS.lz	
1233	LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_LOBBY_HNS	BattleFrontier_BattlePalaceLobby_hns_Layout	hns	25	12	600	1040	2080	data/layouts/BattleFrontier_BattlePalaceLobby_hns/map.bin	data/layouts/BattleFrontier_BattlePalaceLobby_hns/map.bin	eff008da15b3f504fed7d8c763b695e383a85b3492ebd0289c9c4091d886d0ce	7112d1bc	600	0	248	9cfd33dd6193d3edfc05e4443c033fe70dbe0a2b899d60b46d0a1349311f4c19	c79fe55e	247	1	gba_lz77	248	248	0	streams/1233-LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_LOBBY_HNS.lz	
1234	LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_CORRIDOR_HNS	BattleFrontier_BattlePalaceCorridor_hns_Layout	hns	17	14	476	896	1792	data/layouts/BattleFrontier_BattlePalaceCorridor_hns/map.bin	data/layouts/BattleFrontier_BattlePalaceCorridor_hns/map.bin	95b0b9c62f31d496e6fe8f6b5167c6c44b4d7bc10a6b7fe014ee2877e0ab71e5	96860714	476	0	196	932b68ebbabadea9a0b34fb89357a53ae75c88c8ea70243760a28c87fcde030a	9421f609	195	1	gba_lz77	196	196	0	streams/1234-LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_CORRIDOR_HNS.lz	
1235	LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_BATTLE_ROOM_HNS	BattleFrontier_BattlePalaceBattleRoom_hns_Layout	hns	15	10	300	720	1440	data/layouts/BattleFrontier_BattlePalaceBattleRoom_hns/map.bin	data/layouts/BattleFrontier_BattlePalaceBattleRoom_hns/map.bin	150fdb107c3a5088d7bb2c4a0ef9795ec3727ae71fbd3a4f53c72333bc68ba98	af4e48bb	300	0	180	2df7d4ce0bf5ed34f4a6d64f0fc5f8d954833a6ebf2d3d209fffffef510f2ea3	783dc1d7	178	2	gba_lz77	180	180	0	streams/1235-LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_BATTLE_ROOM_HNS.lz	
1236	LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_LOBBY_HNS	BattleFrontier_BattlePyramidLobby_hns_Layout	hns	15	18	540	960	1920	data/layouts/BattleFrontier_BattlePyramidLobby_hns/map.bin	data/layouts/BattleFrontier_BattlePyramidLobby_hns/map.bin	64d965808c893cb906dbbdb7146b78ee93bdd488675f25f1070e8c3a185dfa9d	2eb90c06	540	0	272	2b28401a891d7036d694a0a9ed1e970bc22fabf6d2fa298a4452bdba2c490698	40b2b655	271	1	gba_lz77	272	272	0	streams/1236-LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_LOBBY_HNS.lz	battle_pyramid
1237	LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_FLOOR_HNS	BattleFrontier_BattlePyramidFloor_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattleFrontier_BattlePyramidFloor_hns/map.bin	data/layouts/BattleFrontier_BattlePyramidFloor_hns/map.bin	38d8091d9925f23fca107761f0588c731b32ecd41c5dd89f30308ffdd921d758	d0efa777	128	0	36	51220893dcd60de89cd59b9f40d422ba9d1d9919dbd8e84da0772320bbda005e	5f646465	33	3	gba_lz77	36	36	0	streams/1237-LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_FLOOR_HNS.lz	battle_pyramid
1238	LAYOUT_BATTLE_PYRAMID_SQUARE01_HNS	BattlePyramidSquare01_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare01_hns/map.bin	data/layouts/BattlePyramidSquare01_hns/map.bin	5a4ba682c74660cbe884ec28220a120e10756ef93154ccd10b4bd5a0029cc29d	f25bbb3b	128	0	48	d157a96573541a97865ec71d4b55c50a0a03840a4087c647a3a9cab50e5a6eda	887ca711	48	0	gba_lz77	48	48	0	streams/1238-LAYOUT_BATTLE_PYRAMID_SQUARE01_HNS.lz	battle_pyramid
1239	LAYOUT_BATTLE_PYRAMID_SQUARE02_HNS	BattlePyramidSquare02_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare02_hns/map.bin	data/layouts/BattlePyramidSquare02_hns/map.bin	51ca502b4fd4bdd452b132c9098619c148f6aba6dc276d1da00f75f88b620a6d	7c6883f4	128	0	52	a610d96420243b6334f42813b491980fa33f86bca91ec7d7d61cf5efc97b170f	b3e4fd55	50	2	gba_lz77	52	52	0	streams/1239-LAYOUT_BATTLE_PYRAMID_SQUARE02_HNS.lz	battle_pyramid
1240	LAYOUT_BATTLE_PYRAMID_SQUARE03_HNS	BattlePyramidSquare03_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare03_hns/map.bin	data/layouts/BattlePyramidSquare03_hns/map.bin	c272b50cb06b3b03d423377054a5d4f28cedf2ff8719d10da44738042c87326d	d1fbfac5	128	0	48	224333f46d31e2b287be9aa427ee0f0205e76262d11495018a7200e2e81de76b	892937dc	48	0	gba_lz77	48	48	0	streams/1240-LAYOUT_BATTLE_PYRAMID_SQUARE03_HNS.lz	battle_pyramid
1241	LAYOUT_BATTLE_PYRAMID_SQUARE04_HNS	BattlePyramidSquare04_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare04_hns/map.bin	data/layouts/BattlePyramidSquare04_hns/map.bin	9c299d9f617aa56be4c47fcd0bc3a672086a9a1cb8cb4848b5c72f70383fc5a6	87c1ea09	128	0	40	fdd014796946ba0432461e219b59a7a9a5ab20e288744ddf98d134b59a7ef3c4	cec16fa4	39	1	gba_lz77	40	40	0	streams/1241-LAYOUT_BATTLE_PYRAMID_SQUARE04_HNS.lz	battle_pyramid
1242	LAYOUT_BATTLE_PYRAMID_SQUARE05_HNS	BattlePyramidSquare05_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare05_hns/map.bin	data/layouts/BattlePyramidSquare05_hns/map.bin	42147a3e9940c654281df80297069e38a04bf4b0ac97915f7f64f5e8b262feae	85189d8b	128	0	48	95ba50e6f9578e6aa356d7e54c0fe8ce6d501bf0d3d6742945dbdb8ba8b99614	53f2547a	46	2	gba_lz77	48	48	0	streams/1242-LAYOUT_BATTLE_PYRAMID_SQUARE05_HNS.lz	battle_pyramid
1243	LAYOUT_BATTLE_PYRAMID_SQUARE06_HNS	BattlePyramidSquare06_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare06_hns/map.bin	data/layouts/BattlePyramidSquare06_hns/map.bin	08027d54732f24d195f29e9444fceac1d637a6b560d6cb5a0dbe04efb2e837be	ee9364e2	128	0	56	c4882aaf1fa1d6548659f94d3833367f0c370855f27ac769532f8fa4aa2a46b4	acc05d37	53	3	gba_lz77	56	56	0	streams/1243-LAYOUT_BATTLE_PYRAMID_SQUARE06_HNS.lz	battle_pyramid
1244	LAYOUT_BATTLE_PYRAMID_SQUARE07_HNS	BattlePyramidSquare07_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare07_hns/map.bin	data/layouts/BattlePyramidSquare07_hns/map.bin	b53e4dd36b18978ea88613dab05b77349ca2633e1c42ec4d9f2599557871d61c	386a58bf	128	0	56	97a32e465686bff62919246daa00de4a34c8cb25b25f0dc998bce07c6f9f3cc5	b1afa58a	54	2	gba_lz77	56	56	0	streams/1244-LAYOUT_BATTLE_PYRAMID_SQUARE07_HNS.lz	battle_pyramid
1245	LAYOUT_BATTLE_PYRAMID_SQUARE08_HNS	BattlePyramidSquare08_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare08_hns/map.bin	data/layouts/BattlePyramidSquare08_hns/map.bin	4b3458eb3dbf90d94c4612340abd3b9ced5c349c0451e4a39a2fd83b63934d75	426e9380	128	0	48	7c99324a753033da3607349349632d1d1a2e05a030385ec41a77c25c581f1e83	cc401d97	47	1	gba_lz77	48	48	0	streams/1245-LAYOUT_BATTLE_PYRAMID_SQUARE08_HNS.lz	battle_pyramid
1246	LAYOUT_BATTLE_PYRAMID_SQUARE09_HNS	BattlePyramidSquare09_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare09_hns/map.bin	data/layouts/BattlePyramidSquare09_hns/map.bin	05a021eec1a40d3f24e54939dcaa5d1401ab4e0178cd85366a84493f49f5351e	005fa374	128	0	60	80d470bd7ed9d8bf9f291fdb162f34e66be30f890f4ad2fae7bbbdc59084633a	206010f0	57	3	gba_lz77	60	60	0	streams/1246-LAYOUT_BATTLE_PYRAMID_SQUARE09_HNS.lz	battle_pyramid
1247	LAYOUT_BATTLE_PYRAMID_SQUARE10_HNS	BattlePyramidSquare10_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare10_hns/map.bin	data/layouts/BattlePyramidSquare10_hns/map.bin	95093663811112947f3c9154b85db6c82c0caad30974040f87c6eb7992bfa1ca	d4759225	128	0	40	1e5cc7a85d0280470bd9855c94a2b1b447a84f294811a4beeeeb563d7bff5961	8697229a	37	3	gba_lz77	40	40	0	streams/1247-LAYOUT_BATTLE_PYRAMID_SQUARE10_HNS.lz	battle_pyramid
1248	LAYOUT_BATTLE_PYRAMID_SQUARE11_HNS	BattlePyramidSquare11_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare11_hns/map.bin	data/layouts/BattlePyramidSquare11_hns/map.bin	e9dbc2f0f60fc56a9282710aee1db0c2b5e7c36b457c8104682dde5dcc4fc7f5	dd2ce99e	128	0	64	4f608a9eefd10940343cfa88caf92c4e6eac085097bb0f79d7a65223326341e0	10e488ab	61	3	gba_lz77	64	64	0	streams/1248-LAYOUT_BATTLE_PYRAMID_SQUARE11_HNS.lz	battle_pyramid
1249	LAYOUT_BATTLE_PYRAMID_SQUARE12_HNS	BattlePyramidSquare12_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare12_hns/map.bin	data/layouts/BattlePyramidSquare12_hns/map.bin	bcffc6f7d33f9a1665952f3aeb19624e8fd928729fb414fc27f8a778325f9435	ed6d1afb	128	0	44	08cfb53bea597952dbacd6d86a0d109df61e9b87a90cfb7df35b56c49d390695	e68cf12c	42	2	gba_lz77	44	44	0	streams/1249-LAYOUT_BATTLE_PYRAMID_SQUARE12_HNS.lz	battle_pyramid
1250	LAYOUT_BATTLE_PYRAMID_SQUARE13_HNS	BattlePyramidSquare13_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare13_hns/map.bin	data/layouts/BattlePyramidSquare13_hns/map.bin	069395c7ab676dc39cfc7c1b63945aeaa26a58422add328d4b20e7a01ab4c8bd	450c262e	128	0	56	2d8b1faf79f342debb1e7201af528022bf299274d129fbd43f4bf2c8d6347f4b	6a007856	56	0	gba_lz77	56	56	0	streams/1250-LAYOUT_BATTLE_PYRAMID_SQUARE13_HNS.lz	battle_pyramid
1251	LAYOUT_BATTLE_PYRAMID_SQUARE14_HNS	BattlePyramidSquare14_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare14_hns/map.bin	data/layouts/BattlePyramidSquare14_hns/map.bin	57503df7b174c3999408a06348ef593a12e3b0576da82f19ab4469e490126c80	943aeec6	128	0	32	57f38ccba50e0007ea90fcf0b4d68ba3c1aef9bc772144325bf23b612606d809	14f51b9b	30	2	gba_lz77	32	32	0	streams/1251-LAYOUT_BATTLE_PYRAMID_SQUARE14_HNS.lz	battle_pyramid
1252	LAYOUT_BATTLE_PYRAMID_SQUARE15_HNS	BattlePyramidSquare15_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare15_hns/map.bin	data/layouts/BattlePyramidSquare15_hns/map.bin	0bb8301c36e81285a2a1a177807a10783190d7479f58bfb15a96b9fdb555ed34	66804066	128	0	32	ddf04b28e47151cc963c1c8eb7aabb245fbe1a784e5d5b8655243a073805c65d	0c937e66	30	2	gba_lz77	32	32	0	streams/1252-LAYOUT_BATTLE_PYRAMID_SQUARE15_HNS.lz	battle_pyramid
1253	LAYOUT_BATTLE_PYRAMID_SQUARE16_HNS	BattlePyramidSquare16_hns_Layout	hns	8	8	128	506	1012	data/layouts/BattlePyramidSquare16_hns/map.bin	data/layouts/BattlePyramidSquare16_hns/map.bin	e0c27d1c4d0f21282c1aca172ed2ad570e00bd2b65f4461f2d96f6d078d594b1	eba8b378	128	0	28	036dc50cb5a5e9753e6fd374af43964d30ac1de27fa9592f7301e1c0ba009717	84487231	25	3	gba_lz77	28	28	0	streams/1253-LAYOUT_BATTLE_PYRAMID_SQUARE16_HNS.lz	battle_pyramid
1254	LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_TOP_HNS	BattleFrontier_BattlePyramidTop_hns_Layout	hns	34	23	1564	1813	3626	data/layouts/BattleFrontier_BattlePyramidTop_hns/map.bin	data/layouts/BattleFrontier_BattlePyramidTop_hns/map.bin	d53fb40fd5d35d0bfd33bfd1f5cddd3d2fb610c9e1c1a64d400df6e8c10ffbe2	1b46558d	1564	0	444	11b9879959dcd1428986aa2067c1f92cc8b60a952a214dbbc4fdacd369b148dd	b7a01e64	442	2	gba_lz77	444	444	0	streams/1254-LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_TOP_HNS.lz	battle_pyramid
1255	LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_LOBBY_HNS	BattleFrontier_BattleArenaLobby_hns_Layout	hns	16	13	416	837	1674	data/layouts/BattleFrontier_BattleArenaLobby_hns/map.bin	data/layouts/BattleFrontier_BattleArenaLobby_hns/map.bin	83620e4c540babca53604a5d9e96b7983d386187d8631b837800e8a1aaa49de2	76721d3b	416	0	264	9b2490c0cc7756853b38b3b73b8fd5084d2b7b064d40b10af2749e02db2928e1	7b3d9d8a	263	1	gba_lz77	264	264	0	streams/1255-LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_LOBBY_HNS.lz	
1256	LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_CORRIDOR_HNS	BattleFrontier_BattleArenaCorridor_hns_Layout	hns	18	14	504	924	1848	data/layouts/BattleFrontier_BattleArenaCorridor_hns/map.bin	data/layouts/BattleFrontier_BattleArenaCorridor_hns/map.bin	6080873853b21a59dbb9dbce1a091cb86d2fdc375a122026b6b18498b706385f	98f913f5	504	0	164	168117c08389bb06006e0d9ae867b1f65be76e5a53a7dd0d783b9311344b1ef1	d66a4624	164	0	gba_lz77	164	164	0	streams/1256-LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_CORRIDOR_HNS.lz	
1257	LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_BATTLE_ROOM_HNS	BattleFrontier_BattleArenaBattleRoom_hns_Layout	hns	16	11	352	775	1550	data/layouts/BattleFrontier_BattleArenaBattleRoom_hns/map.bin	data/layouts/BattleFrontier_BattleArenaBattleRoom_hns/map.bin	6cea1d39155602af690c4e5dad93c11bffaad197a41b7a36d17c1c03e8d9083c	a641a59e	352	0	184	f28638dc595fdd248461d0dbb7f0e3cd0c086823ce704ea91f96e4d5512bdcd8	2d1aefea	184	0	gba_lz77	184	184	0	streams/1257-LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_BATTLE_ROOM_HNS.lz	
1258	LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_LOBBY_HNS	BattleFrontier_BattleFactoryLobby_hns_Layout	hns	19	12	456	884	1768	data/layouts/BattleFrontier_BattleFactoryLobby_hns/map.bin	data/layouts/BattleFrontier_BattleFactoryLobby_hns/map.bin	0bdc8ef7bf8057904b4221d6bd6bc3144932a81cbe4c325ab8427308e4841f53	2c378194	456	0	308	57798f6276ae50f4a81deebf78fccdd2b54557cbdb0e3fdaa56a87894e977407	c9ecc843	308	0	gba_lz77	308	308	0	streams/1258-LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_LOBBY_HNS.lz	
1259	LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_PRE_BATTLE_ROOM_HNS	BattleFrontier_BattleFactoryPreBattleRoom_hns_Layout	hns	17	14	476	896	1792	data/layouts/BattleFrontier_BattleFactoryPreBattleRoom_hns/map.bin	data/layouts/BattleFrontier_BattleFactoryPreBattleRoom_hns/map.bin	81633f5d84cfe745747f37c7e1a9bb354382fd5bf81d55cdca8586755a18e51e	eb101f1f	476	0	344	484a8aaa557e4db27d1dd59e98778d94f9892324866b2febfa3ba37bcc7b43e2	c693afc6	342	2	gba_lz77	344	344	0	streams/1259-LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_PRE_BATTLE_ROOM_HNS.lz	
